project_code,project_name,sector,state,agency,approval_date,original_cost,revised_cost,anticipated_cost,expenditure,original_doc,revised_doc,anticipated_doc,physical_progress_pct,schedule_status,report_month
N24002068,CONSTRUCTION OF 4-LANE FROM 12/2022 BARELA TO MANEGAON SECTION OF NH-30 FROM DESIGN CH. 2.900 TO DESIGN CH.,ROAD TRANSPORT AND HIGHWAYS,Madhya Pradesh,N.A.) (N.A.,2022-12,652.33,,652.33,222.81,2025-03,,2025-03,46.36,ongoing_census,2024-08
N24002069,CONSTRUCTION OF ADDITIONAL 3 LANE WITH PAVED SHOULDER (DESIGN LENGTH 8.87 KM) AS REALIGNMENT OF BAKA,ROAD TRANSPORT AND HIGHWAYS,Madhya Pradesh,NHAI,,209.29,,209.29,119.97,,,2024-12,87.05,ongoing_census,2024-08
N24002070,INDORE - EDLABAD (PKG-II) [TEJAJINAGAR TO BALWARA],ROAD TRANSPORT AND HIGHWAYS,Madhya Pradesh,N.A.) (N.A.,2022-01,1162.8,,1162.8,422.68,,,2025-01,71.8,ongoing_census,2024-08
N24002077,CONSTRUCTION OF (I) 4-LANE HIGHWAY FROM VIDISHA TO HINOTIYA FROM KM. 0.000 TO KM. 27.000 (LENGTH=27,ROAD TRANSPORT AND HIGHWAYS,Madhya Pradesh,NHAI,2022-09,1000.63,,1000.63,134.1,,,2025-12,10.42,ongoing_census,2024-08
N24000513,UMARIYA TO SHAHDOL SECTION OF NH- 78 IN MADYA PRADESH KM 68/4 TO 142/200,ROAD TRANSPORT AND HIGHWAYS,Madhya Pradesh,MoRTH,,511.83,,511.83,485.18,,2023-12,2024-12,93.06,ongoing_census,2024-08
N24000709,BALANCE WORK FOR FOUR LANING OF 12/2017 ITARSI TO BETUL SECTION OF NH69 FROM KM 63.000 TO KM 137.00 (DESIGN,ROAD TRANSPORT AND HIGHWAYS,Madhya Pradesh,NHAI,,950.27,,786.43,627.08,2020-02,2024-09,2024-09,98.44,ongoing_census,2024-08
N24000892,2L+PS OF THIKRI ANJAD SECTION OF 11/2017 NH-347B,ROAD TRANSPORT AND HIGHWAYS,Madhya Pradesh,MoRTH,,249.05,,249.05,221.19,2018-07,,2023-09,100.0,ongoing_census,2024-08
N24001212,CONSTRUCTION OF EIGHT LANE 12/2017 ACCESS CONTROLLED EXPRESSWAY CARRIAGEWAY FROM BANI VILLAGE TO BARDAWADI V,ROAD TRANSPORT AND HIGHWAYS,Madhya Pradesh,Dec-24) (N.A.,2017-12,656.98,,840.0,1103.0,2022-11,2024-12,2024-12,98.51,ongoing_census,2024-08
N24001214,CONSTRUCTION OF EIGHT LANE 12/2017 ACCESS CONTROLLED EXPRESSWAY CARRIAGEWAY FROM RAJASTHAN/MP BORDER TO JODM,ROAD TRANSPORT AND HIGHWAYS,Madhya Pradesh,NHAI,2017-12,217.96,,884.0,2298.0,2022-12,2024-12,2024-12,99.21,ongoing_census,2024-08
N38000001,CENTRE FOR DISABILITY SPORTS,SOCIAL JUSTICE,Madhya Pradesh,N.A.) (N.A.,2019-02,170.99,,170.99,73.8,,,2024-03,74.0,ongoing_census,2024-08
N28000124,BHOPAL METRO RAIL 11/2018 (MPMRCL),URBAN DEVELOPMEN T,Madhya Pradesh,,2018-11,6941.4,,6941.4,2298.28,2023-02,2027-12,2027-12,29.51,ongoing_census,2024-08
N28000125,INDORE METRO RAIL 11/2018,URBAN DEVELOPMEN T,Madhya Pradesh,Dec-27) (N.A.,2018-11,7500.8,,7500.8,3001.23,2023-02,2027-12,2027-12,44.94,ongoing_census,2024-08
N04000079,"CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING, RECONSTRUCTION OF OLD TERMINAL BUILDING, MODIFICAT",CIVIL AVIATION,Maharash Tra,AAI,2017-03,475.39,,520.0,505.6,,,2023-12,100.0,ongoing_census,2024-08
N04000096,"EXTENSION OF RUNWAY WITH BLAST PAD, RESA, TAXIWAY, APRON, GSE AREA, ISOLATION BAY, NEW DOMESTIC TERM",CIVIL AVIATION,Maharash Tra,AAI,,255.68,,270.0,266.04,,,2024-04,100.0,ongoing_census,2024-08
N06000132,AMALGAMATED YEKONA-I YEKONA-II,COAL,Maharash Tra,N.A.) (N.A.,2015-08,727.28,,727.28,534.87,,,2025-03,86.0,ongoing_census,2024-08
N06000179,UKNI DEEP OC 11/2018,COAL,Maharash Tra,Mar-25) (N.A.,2018-11,318.14,,318.14,253.27,2021-03,2025-03,2025-03,91.0,ongoing_census,2024-08
N06000180,BELLORA-NAIGAON DEEP OC 11/2018,COAL,Maharash Tra,Mar-25) (N.A.,2018-11,252.71,,252.71,122.94,2021-03,2025-03,2025-03,56.0,ongoing_census,2024-08
N06000205,GHONSA EXPANSION DEEP OC,COAL,Maharash Tra,N.A.) (N.A.,2021-03,241.72,,241.72,59.3,,,2028-03,6.0,ongoing_census,2024-08
N06000206,SASTI EXPANSION OC,COAL,Maharash Tra,N.A.) (N.A.,2020-08,371.59,,371.59,105.64,,,2026-03,24.0,ongoing_census,2024-08
N06000209,DHUPTALA OC(SASTI UG TO OC),COAL,Maharash Tra,N.A.) (N.A.,2019-02,720.87,,720.87,179.54,,,2028-03,33.0,ongoing_census,2024-08
N06000219,ADASA UG TO OC (1.50 MTY) 11/2018 (WCL),COAL,Maharash Tra,Mar-25) (N.A.,2018-11,333.43,,333.43,223.17,2024-03,2025-03,2025-03,78.0,ongoing_census,2024-08
N06000222,DINESH (MAKARDHOKDA-III) OC (8.0 MTY),COAL,Maharash Tra,N.A.) (N.A.,,1184.33,,1184.33,849.44,,,2027-03,48.0,ongoing_census,2024-08
N06000226,AMALGAMATED INDER-KAMPTEE DEEP OC (3.20 MTY),COAL,Maharash Tra,WCL,,313.34,,313.34,205.45,,2025-03,2025-03,87.0,ongoing_census,2024-08
N06000231,MUNGOLI NIRGUDA EXTENSION (DEEP) 11/2020 OC,COAL,Maharash Tra,WCL,2020-11,826.8,,826.8,518.85,2026-03,,2026-03,52.0,ongoing_census,2024-08
N06000251,SAONER UG MINE I EXPANSION,COAL,Maharash Tra,N.A.) (N.A.,2022-01,253.51,,253.51,111.68,,,2028-03,27.0,ongoing_census,2024-08
N06000252,SINGHORI DEEP OC (WCL),COAL,Maharash Tra,N.A.) (N.A.,2022-05,421.84,,421.84,115.89,,,2029-03,16.0,ongoing_census,2024-08
N06000253,MAKARDHOKDA I EXPANSION OC,COAL,Maharash Tra,N.A.) (N.A.,2022-06,497.06,,497.06,144.88,,,2026-03,12.0,ongoing_census,2024-08
N06000254,BHATADI EXPANSION OC,COAL,Maharash Tra,N.A.) (N.A.,2020-02,729.86,,729.86,159.12,,,2028-03,17.0,ongoing_census,2024-08
N06000255,NEW MAJARI UG TO OC (3.0 MTY),COAL,Maharash Tra,N.A.) (N.A.,2019-05,496.38,,496.38,143.72,,,2027-03,27.0,ongoing_census,2024-08
N06000256,BHANEGAON OC (1.15MTY),COAL,Maharash Tra,N.A.) (N.A.,2022-09,494.6,,494.6,99.87,,,2028-03,7.0,ongoing_census,2024-08
N06000264,GOKUL EXPANSION OC (WCL),COAL,Maharash Tra,N.A.) (N.A.,2021-04,456.95,,456.95,148.57,,,2026-03,7.0,ongoing_census,2024-08
N06000267,KOLGAON EXPANSION (DEEP) OC,COAL,Maharash Tra,N.A.) (N.A.,2023-01,206.19,,206.19,7.75,,,2027-03,5.0,ongoing_census,2024-08
N06000271,AMALGAMATED GAURI PAUNI EXPANSION OC,COAL,Maharash Tra,WCL,2024-03,1428.25,,1428.25,203.03,,,2030-03,17.0,ongoing_census,2024-08
N28000117,"CONSTRUCTION OF IITB RESEARCH PARK AT IIT BOMBAY, POWAI, MUMBAI",DEPARTMENT OF HIGHER EDUCATION,Maharash Tra,CPWD EDUCATION,2018-01,223.37,275.0,230.0,141.16,,2023-11,2024-02,100.0,ongoing_census,2024-08
N21000033,500 BEDDED HOSPITAL INCLUDING 50 SUPERSPECIALITY BEDS FOR ESIC AT PUNE,HEALTH AND FAMILY WELFARE,Maharash Tra,CPWD,,429.25,,429.25,27.16,,,2025-09,0.0,ongoing_census,2024-08
N16000213,LIFE EXTENSION OF WALL PLATFORMS 12/2015 OF MUMBAI HIGH AND HEERA FIELDS,PETROLEUM,Maharash Tra,ONGC,2015-12,3190.69,3375.9,3375.9,2961.86,2018-04,2023-12,2026-05,87.6,ongoing_census,2024-08
N16000358,MUMBAI HIGH NORTH REDEVELOPMENT PHASE-IV,PETROLEUM,Maharash Tra,ONGC,2019-04,3228.8,3976.67,3976.67,3922.26,,2024-06,2025-02,98.6,ongoing_census,2024-08
N16000430,SETTING UP 500KTPA PROPANE DEHYDROGENATION INTEGRATED WITH POLYPROPYLENE UNIT ALONG WITH OFFSITE AND,PETROLEUM,Maharash Tra,GAIL,2019-05,8797.0,11256.0,11256.0,4538.26,,2025-10,2025-10,72.3,ongoing_census,2024-08
N16000436,PIPELINE REPLACEMENT PROJECT - VII,PETROLEUM,Maharash Tra,Jan-25) (N.A.,,3183.58,,3645.23,3417.0,,2025-01,2025-01,99.1,ongoing_census,2024-08
N16000442,DEBOTTLENECKING AND AUGMENTATION OF CRYOGENIC FACILITIES AT URAN LPG IMPORT TERMINAL,PETROLEUM,Maharash Tra,BPCL,2021-04,1164.69,,1164.69,578.27,,,2025-04,53.4,ongoing_census,2024-08
N16000446,EXPANSION OF CRYOGENICS GROUP BY SETTING UP NEW MANUFACTURING FACILITY,PETROLEUM,Maharash Tra,IOCL,2021-09,378.0,,378.0,120.07,,2024-05,2024-05,39.08,ongoing_census,2024-08
N16000452,CONSTRUCTION OF LUBE OIL BLENDING AND FILLING PLANT AT RASAYANI,PETROLEUM,Maharash Tra,BPCL,2022-05,423.39,,423.39,181.28,,,2024-09,63.5,ongoing_census,2024-08
N16000456,ATF PIPELINE FROM JAWAHARLAL NEHRU PORT TRUST (JNPT) TO NAVI MUMBAI INTERNATIONAL AIRPORT,PETROLEUM,Maharash Tra,NMIA,2022-09,165.0,,165.0,43.39,,,2025-08,48.68,ongoing_census,2024-08
N16000470,DAMAN UPSIDE DEVELOPMENT PROJECT (DUDP) IN TAPTI DAMAN BLOCK,PETROLEUM,Maharash Tra,ONGC,2022-06,4144.41,6406.9,6406.9,111.21,,,2026-02,10.1,ongoing_census,2024-08
N16000487,"CGD PROJECT AT BEED, JALGAON AND JALNA DISTRICTS",PETROLEUM,Maharash Tra,IOCL,,865.0,,865.0,42.4,,,2031-09,1.3,ongoing_census,2024-08
N16000503,ANDHERI RESIDENTIAL TOWERS MUMBAI,PETROLEUM,Maharash Tra,N.A.) (N.A.,2017-06,281.35,,281.35,82.65,,,2025-05,37.2,ongoing_census,2024-08
N16000504,CONSTRUCTION OF ADDITIONAL TANKAGES AND ALLIED FACILITIES AT JNPT TERMINAL,PETROLEUM,Maharash Tra,IOCL,2022-04,341.43,,341.43,188.94,,2026-08,2026-08,24.1,ongoing_census,2024-08
N16000507,INSTALLATION OF INDEPENDENT DE- AROMATIZED SOLVENTS PRODUCTION FACILITIES AT MUMBAI REFINERY,PETROLEUM,Maharash Tra,BPCL,,405.0,,405.0,55.07,,,2025-07,48.7,ongoing_census,2024-08
N16000515,PART REPLACEMENT PIPELINE 11/2022 PROJECT (PRPP),PETROLEUM,Maharash Tra,ONGC,2022-11,1219.48,,1145.1,29.82,2024-05,2024-12,2024-12,34.9,ongoing_census,2024-08
N16000519,POL AND LOBS INSTALLATIONS WITH RECEIPT PIPELINES AT RASAYANI,PETROLEUM,Maharash Tra,BPCL,,2585.0,,2585.0,99.89,,,2026-05,23.7,ongoing_census,2024-08
N16000526,MHN TCPP PGC BGC PROJECT (MTPBP),PETROLEUM,Maharash Tra,N.A.) (N.A.,2024-02,2329.45,,2354.23,81.27,,,2026-05,13.8,ongoing_census,2024-08
N16000533,PRP-VIII GROUP B (NH AND BS ASSET),PETROLEUM,Maharash Tra,N.A.) (N.A.,2024-06,2379.84,,2379.84,0.0,,,2026-05,,ongoing_census,2024-08
N16000534,HP TDAE UNIT IN MUMBAI REFINERY,PETROLEUM,Maharash Tra,N.A.) (N.A.,2024-06,240.0,,240.0,4.84,,,2026-04,3.8,ongoing_census,2024-08
N18000335,BIKANER SOLAR POWER PROJECT,POWER,Maharash Tra,N.A.) (532.00,2022-04,5491.89,532.0,5491.89,2701.37,,,2025-07,68.0,ongoing_census,2024-08
N18000377,TS FOR EVACUATION OF 7GW RE 11/2023 INJECTION AT KHAVDA PS UNDER PHASE-IV PART E4,POWER,Maharash Tra,N.A.) (N.A.,2023-11,224.0,,224.0,0.0,2025-07,,2025-07,,ongoing_census,2024-08
220100181,AHMEDNAGAR-PARLI VAIJNATH(NL) CR (CR),RAILWAYS,Maharash Tra,N.A.) (N.A.,,2271.5,,4805.17,4072.18,,,2025-12,85.0,ongoing_census,2024-08
N22000092,MUMBAI URBAN TRANSPORT PROJECT PHASE-II,RAILWAYS,Maharash Tra,MRTP,2008-04,5300.0,,918.53,7135.77,,,2014-03,21.0,ongoing_census,2024-08
N22000231,WARDHA-NANDED MAHARASHTRA,RAILWAYS,Maharash Tra,N.A.) (N.A.,2008-04,3168.29,,3445.48,2394.71,,,2026-12,47.0,ongoing_census,2024-08
N22000233,KALYAN-KASARA 3RD LINE,RAILWAYS,Maharash Tra,N.A.) (N.A.,2011-04,792.89,,792.89,700.54,,,2025-12,50.0,ongoing_census,2024-08
N22000250,WARDHA-SEWAGRAM NGP 3RD LINE,RAILWAYS,Maharash Tra,N.A.) (N.A.,,540.02,,540.02,547.33,,,2025-03,72.0,ongoing_census,2024-08
N22000356,WARDHA-BALHARSHAH - 3RD LINE (132 KM),RAILWAYS,Maharash Tra,CR,,1272.19,,1384.72,1021.24,,,2025-03,67.0,ongoing_census,2024-08
N22000358,ITARSI-NAGPUR (BAL.) - 3RD LINE (267 KM),RAILWAYS,Maharash Tra,CR,,2449.91,,2449.91,1254.93,,,2027-03,42.0,ongoing_census,2024-08
N22000359,PUNE-MIRAJ-LONDA (467 KM),RAILWAYS,Maharash Tra,CR,2015-02,3627.47,3627.0,6463.49,3737.52,,,2024-06,84.0,ongoing_census,2024-08
N22000360,DAUND - MANMAD (236 KM),RAILWAYS,Maharash Tra,N.A.) (N.A.,2016-02,1876.0,,2081.27,2056.27,,,2024-12,86.0,ongoing_census,2024-08
N22000361,MANMAD - JALGAON - 3RD LINE (160 KM),RAILWAYS,Maharash Tra,N.A.) (N.A.,,1035.16,,1035.16,1219.08,,,2024-12,75.0,ongoing_census,2024-08
N22000362,WARDHA - NAGPUR - 4TH LINE (76 KM),RAILWAYS,Maharash Tra,N.A.) (N.A.,2016-02,637.95,,637.95,717.11,,,2025-03,70.0,ongoing_census,2024-08
N22000420,RAJNANDGAON - NAGPUR - 3RD LINE (SECR),RAILWAYS,Maharash Tra,SECR,,1908.51,2753.05,3544.25,2747.21,,2023-12,2025-12,80.0,ongoing_census,2024-08
N22000434,MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION SYSTEM 500 RKM,RAILWAYS,Maharash Tra,WR,2010-03,265.88,,311.36,0.0,2010-03,,2024-03,0.0,ongoing_census,2024-08
N22000480,WADSA-GADHCHIROLI NEW LINE (52.36 KM),RAILWAYS,Maharash Tra,SECR,,229.0,,1886.05,474.93,,,2026-12,22.0,ongoing_census,2024-08
N22000511,PACHORA-JAMNER WITH EXTENSION UPTO MALKAPUR NG TO BG,RAILWAYS,Maharash Tra,N.A.) (N.A.,2022-08,955.0,,955.39,56.34,,,2027-03,0.0,ongoing_census,2024-08
N22000513,SOLAPUR-TULJAPUR-OSMANABAD,RAILWAYS,Maharash Tra,UMBRELLA WORK) (N.A.) (N.A.,2019-01,904.92,,904.92,954.11,,,2027-03,5.0,ongoing_census,2024-08
N22000514,DHULE (BORVIHIR)-NARDANA,RAILWAYS,Maharash Tra,UMBRELLA WORK,2019-01,492.76,,492.76,149.6,,,2026-12,5.0,ongoing_census,2024-08
N22000515,KALYAN-MURBAD VIA ULHASNAGAR,RAILWAYS,Maharash Tra,UMBRELLA WORK) (N.A.) (N.A.,2023-02,836.12,,836.12,5.28,,,2026-03,0.0,ongoing_census,2024-08
N22000615,BARAMATI - LONAND,RAILWAYS,Maharash Tra,N.A.) (N.A.,1999-02,736.44,,736.44,518.52,,,2026-03,50.0,ongoing_census,2024-08
N22000627,MUMBAI URBAN TRANSPORT PROJECT IIIA,RAILWAYS,Maharash Tra,MRVC,2019-04,33690.0,,33690.0,846.83,,,2027-12,0.0,ongoing_census,2024-08
N22000629,NAGPUR- NAGBHIR RAILWAY LINE 10/2019 GAUGE CONVERSION PROJECT,RAILWAYS,Maharash Tra,MRIDC,2019-10,1400.0,,1400.0,0.0,2024-06,,2024-06,74.0,ongoing_census,2024-08
N24001448,UPGRADATION OF ADHALGAON- 11/2021 JAMKHED SECTION OF NH-548 D FROM KM 132/600 TO KM 195/375 TO TWO LANE WITH,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,MoRTH,2021-11,223.35,,223.35,209.36,2022-02,,2022-02,,ongoing_census,2024-08
N24001468,REPANPALLI TO SIRONCHA,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,N.A.) (N.A.,2022-03,282.07,,282.07,34.65,,,2022-06,16.17,ongoing_census,2024-08
N24001486,TUNNEL AT KHAMBATAKI GHAT SECTION AND ITS APPROACHES FROM EXISTING KM. 771.730 TO EXISTING KM. 782.0,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,Nov-24) (N.A.,2019-02,493.0,,493.0,374.15,,2024-11,2024-11,71.42,ongoing_census,2024-08
N24001488,DHARAMPURI-LONAND FROM KM. 117.00 TO 166.40 (PKG-IV) ON MOHOL- ALANDI SECTION,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2021-09,618.45,,618.45,582.77,,2024-10,2024-10,90.0,ongoing_census,2024-08
N24001493,6L OF KAGAL-SATARA SECTION FROM 12/2022 KM 658.000 TO KM 725.000 OF NH-48,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,N.A.) (N.A.,,1749.86,,1749.86,1271.0,2024-12,,2024-12,55.7,ongoing_census,2024-08
N24001495,4L OF RATNAGIRI - KOLHAPUR 11/2022 SECTION OF NH-166 FROM KM 0.000 TO KM 19.769 AND KM 31.000 TO KM 67.140 (,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2022-11,930.0,,930.0,542.93,2024-11,,2024-11,58.4,ongoing_census,2024-08
N24001501,PATAS-VASUNDE PHATA - BARAMATI BYPASS,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,Jul-23) (532.41,2021-09,531.86,532.41,532.41,520.71,,2023-07,2023-07,0.5,ongoing_census,2024-08
N24001502,4L OF BARAMATI TO INDAPUR (PKG-II) FROM KM. 41.400 TO KM. 84.550 OF NH- 965G (SAINT TUKARAM MARG),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2021-09,624.45,580.15,580.15,398.06,,2024-03,2024-12,2.0,ongoing_census,2024-08
N24001503,4L OF INDAPUR TO TONDLE (PKG-III) FROM KM.84.550 TO KM. 131.00 OF NH- 965G (SAINT TUKARAM MARG),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2021-09,667.66,666.21,666.21,544.8,,2024-03,2024-12,13.0,ongoing_census,2024-08
N24001504,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XI) [KM. 77.000 TO KM. 103.400] (GANJAD - TALSARI),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2022-05,1260.0,,1260.0,463.45,,2025-01,2025-01,90.24,ongoing_census,2024-08
N24001505,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XII) [KM. 50.700 TO KM. 77.000] (MASVAN - GANJAD),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2022-03,1549.02,,1549.02,526.31,,2024-10,2024-10,51.75,ongoing_census,2024-08
N24001506,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XIII) [KM. 26.582 TO KM. 50.700] (SHIRSAD - MASVAN),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2022-02,2747.0,,2747.0,929.38,,2025-06,2025-06,63.1,ongoing_census,2024-08
N24001507,VADODARA MUMBAI EXPRESSWAY 11/2022 (PHASE II - PKG XIV) [KM. 3.000 TO KM. 20.200 OF SPUR] (SHIRSAD - AKLOLI),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2022-11,1124.0,,1124.0,299.43,2024-05,2025-08,2025-08,43.85,ongoing_census,2024-08
N24001508,VADODARA MUMBAI EXPRESSWAY 11/2022 (PHASE II - PKG XVI) [KM. 43.000 TO KM. 69.800 OF SPUR] (AMNE - BHOJ),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2022-11,1450.0,,1450.0,545.51,,,2024-10,62.22,ongoing_census,2024-08
N24001521,VADODARA MUMBAI EXPRESSWAY 11/2022 (PHASE II - PKG XV) [KM. 20.200 TO KM. 43.000 OF SPUR] (AKLOLI - AMNE),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2022-11,990.0,,990.0,296.63,,2025-04,2025-04,50.47,ongoing_census,2024-08
N24001546,6L OF KAGAL-SATARA SECTION FROM KM 592.240 TO KM 658.000 OF NH-48,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,N.A.) (N.A.,,1025.2,,1025.2,728.28,,,2025-01,38.05,ongoing_census,2024-08
N24001607,BALANCE WORKS OF 4L PANVEL- 10/2022 INDAPUR SECTION OF NH-66 (OLD NH- 17) FROM KM 42.300 (KASU) TO KM 84.600 (,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2022-10,332.0,,332.0,185.61,2024-05,,2024-05,42.44,ongoing_census,2024-08
N24001608,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XVII) [KM. 69.800 TO KM. 79.783 OF SPUR] (BHOJ - MORBE),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2021-09,2208.68,,2208.68,357.45,,,2025-07,46.72,ongoing_census,2024-08
N24001609,BALANCE WORK OF 4 LANING OF PANVEL TO INDAPUR SECTION OF NH- 66(OLD NH- 17) FROM KM 0.000 (PANVEL) TO,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2023-01,151.26,,151.26,103.46,,2024-12,2024-12,67.03,ongoing_census,2024-08
N24001610,4L OF EXISTING 2/4L STRETCH FROM LONAND TO DIVE GHAT (KM 166.400 TO KM 220.900 ) OF MOHOL ? ALANDI S,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,,1833.73,,1833.73,391.72,,2024-10,2024-10,77.12,ongoing_census,2024-08
N24001795,FOUR LANING OF AURANGABAD- 10/2022 PAITHAN SECTION OF NH-752E ON EPC MODE IN THE STATE OF MAHARASHTRA .,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2022-10,490.4,,289.0,241.93,2024-07,,2024-09,77.0,ongoing_census,2024-08
N24001796,4L OF RAJURA-KORPANA-ADILABAD ROAD UPTO M.S. BORDER FROM KM 32.910 TO KM 89.090 OF NH-353B,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2022-03,1013.33,1013.33,1111.33,354.52,,2025-04,2025-04,59.06,ongoing_census,2024-08
N24001797,6L OF WAINGANGA BRIDGE - 10/2021 BHANDARA (INCLUDING BHANDARA BYPASS) SECTION FROM KM 485.000 TO KM 499.800,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2021-10,815.77,,815.77,609.59,2024-01,,2025-03,91.24,ongoing_census,2024-08
N24001798,4L MITIGATION MEASURE STRUCTURES ON CH/MH BORDER TO WAINGANGA BRIDGE SECTION OF NH-,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2021-02,540.21,,540.21,415.87,,,2024-11,94.42,ongoing_census,2024-08
N24001799,4L OF NAGPUR-KATOL SECTION FROM KM. 13.00 TO KM. 62.900 OF NH-353J,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,N.A.) (N.A.,,1166.96,,1251.0,1033.43,,,2024-12,80.0,ongoing_census,2024-08
N24001804,BAL. WORKS OF FAGNE (KM. 510.000) 12/2019 TO MAHARASHTRA/GUJARAT BORDER,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,KM. 650.794,2019-12,1654.07,,980.0,835.19,2022-09,2024-06,2024-06,91.76,ongoing_census,2024-08
N24001834,4L OF RATNAGIRI - KOLHAPUR SECTION FROM KM 67.140 TO KM 112.340 OF NH-166 (PKG ? II),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,N.A.) (N.A.,2023-05,839.0,,839.0,401.14,,,2025-05,36.52,ongoing_census,2024-08
N24001835,4L OF RATNAGIRI - KOLHAPUR SECTION FROM KM 112.340 TO KM 145.300 OF NH-166 (PKG?III),ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,NHAI,2023-05,986.0,,986.0,311.08,,,2025-05,36.8,ongoing_census,2024-08
N24001880,REHABILITATION AND UP-GRADATION TO 4 LANE ROAD WITH PAVED SHOULDER CONFIGURATION OF SECTION FROM UND,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,N.A.) (N.A.,2022-03,778.18,,778.18,135.78,,,2025-07,27.35,ongoing_census,2024-08
N24001881,REHABLITATION AND UPGRADATION OF AMBOLI JUNCTION (DESIGN CH. 71+530) TO AJARA (DESIGN CH.100+835) SE,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,MoRTH,2021-06,574.0,,574.0,574.0,,,2024-11,93.94,ongoing_census,2024-08
N24001882,CONSTRUCTION OF NEW FOUR LANE BYPASS TO PARBHANI CITY (PARWA TO ASOLA) KM 463/265 TO KM 481/180 (DES,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,N.A.) (N.A.,,496.64,,496.64,0.0,,,2024-10,8.0,ongoing_census,2024-08
N24001883,CONSTRUCTION OF 4 LANE FLYOVER AT NAGPUR RTO CHOWK TO NAGPUR UNIVERSITY CAMPUS FROM CH 2/250 TO 5/10,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,MoRTH,2021-03,478.83,,478.83,233.48,,,2024-04,65.0,ongoing_census,2024-08
N24001884,REHABILITATION AND UPGRADATION OF SATANA TO MANGRUL (CHANDWAD) SECTION OF NH752 G DESIGN CH: KM 64.0,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,N.A.) (N.A.,2023-03,428.8,,428.8,54.11,,,2025-05,30.69,ongoing_census,2024-08
N24001885,REHABILITATION AND UP-GRADATION OF JINTUR- SHIRAD SHAHAPUR SECTION KM 258.300 TO KM 306.300 [DESIGN,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,MoRTH,2023-02,414.81,,414.81,0.0,,,2024-12,,ongoing_census,2024-08
N24001886,DEVELOPMENT/WIDENING OF 10/2022 TALEGAON ? CHAKAN ? SHIKRAPUR ? NHAVARA SECTION OF NH 548DG (NHAVARA TO CHOU,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,N.A.) (N.A.,2022-10,304.68,,304.68,97.09,2024-08,,2024-08,58.78,ongoing_census,2024-08
N24001887,REHABILITATION AND UPGRADATION OF BHOKARDAN TO KUMBHARI FATA DESIGN CH. (KM 13+500 TO 17+00) AND RAJ,ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,MoRTH,2022-08,291.37,,291.37,102.94,,,2024-06,78.0,ongoing_census,2024-08
N24001888,"UP-GRADATION OF TIRORA-GONDIA, STATE HIGHWAY FROM EXISTING KM 163+213 (ON SH-335, TIRORA) TO KM 191+",ROAD TRANSPORT AND HIGHWAYS,Maharash Tra,N.A.) (N.A.,2021-08,288.14,,288.14,63.01,,,2024-05,46.31,ongoing_census,2024-08
