project_code,project_name,sector,state,agency,approval_date,original_cost,revised_cost,anticipated_cost,expenditure,original_doc,revised_doc,anticipated_doc,physical_progress_pct,schedule_status,report_month
N24001486,TUNNEL AT KHAMBATAKI GHAT SECTION AND ITS APPROACHES FROM EXISTING KM. 771.730 TO EXISTING KM. 782.0,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2019-02,493.0,,493.0,374.15,2022-02,2024-11,2024-11,70.51,ongoing_census,2024-06
N24001488,DHARAMPURI-LONAND FROM KM. 117.00 TO 166.40 (PKG-IV) ON MOHOL-ALANDI SECTION,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,Oct-24,2021-09,618.45,,618.45,581.4,2023-09,2024-10,2024-10,89.1,ongoing_census,2024-06
N24001489,4L OF EXISTING 2/4L STRETCH FROM LONAND TO DIVE GHAT (KM 166.400 TO KM 220.900 ) OF MOHOL ? ALANDI S,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2022-05,519.93,,519.93,381.36,2024-05,2024-10,2024-10,72.79,ongoing_census,2024-06
N24001493,6L OF KAGAL-SATARA SECTION FROM KM 658.000 TO KM 725.000 OF NH-48 (PKG-II),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,,1749.86,,1749.86,1181.0,2024-12,,2024-12,52.0,ongoing_census,2024-06
N24001495,4L OF RATNAGIRI - KOLHAPUR SECTION OF NH-166 FROM KM 0.000 TO KM 19.769 AND KM 31.000 TO KM 67.140 (,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2022-11,930.0,,930.0,525.26,2024-11,,2024-11,56.5,ongoing_census,2024-06
N24001501,PATAS-VASUNDE PHATA - BARAMATI BYPASS,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2021-09,531.86,532.41,532.41,520.71,2023-09,2023-07,2023-07,0.5,ongoing_census,2024-06
N24001502,4L OF BARAMATI TO INDAPUR (PKG-II) FROM KM. 41.400 TO KM. 84.550 OF NH- 965G (SAINT TUKARAM MARG),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2021-09,624.45,580.15,580.15,398.06,2023-09,2024-03,2024-12,2.0,ongoing_census,2024-06
N24001503,4L OF INDAPUR TO TONDLE (PKG-III) FROM KM.84.550 TO KM. 131.00 OF NH- 965G (SAINT TUKARAM MARG),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,Mar-24) (666.21,2021-09,667.66,666.21,666.21,471.34,2023-09,2024-03,2024-08,9.0,ongoing_census,2024-06
N24001504,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XI) [KM. 77.000 TO KM. 103.400] (GANJAD - TALSARI),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2022-05,1260.0,,1260.0,463.45,2024-05,2025-01,2025-01,78.69,ongoing_census,2024-06
N24001505,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XII) [KM. 50.700 TO KM. 77.000] (MASVAN - GANJAD),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,Oct-24,2022-03,1549.02,,1549.02,526.31,2024-03,2024-10,2024-10,50.57,ongoing_census,2024-06
N24001506,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XIII) [KM. 26.582 TO KM. 50.700] (SHIRSAD - MASVAN),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2022-02,2747.0,,2747.0,929.38,2024-02,2025-06,2025-06,60.69,ongoing_census,2024-06
N24001507,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XIV) [KM. 3.000 TO KM. 20.200 OF SPUR] (SHIRSAD - AKLOLI),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,Aug-25,2022-11,1124.0,,1124.0,299.43,2024-05,2025-08,2025-08,43.5,ongoing_census,2024-06
N24001508,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XVI) [KM. 43.000 TO KM. 69.800 OF SPUR] (AMNE - BHOJ),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2022-11,1450.0,,1450.0,545.51,2024-10,,2024-10,61.1,ongoing_census,2024-06
N24001521,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XV) [KM. 20.200 TO KM. 43.000 OF SPUR] (AKLOLI - AMNE),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2022-11,990.0,,990.0,243.83,2024-10,2024-05,2025-04,46.35,ongoing_census,2024-06
N24001546,6L OF KAGAL-SATARA SECTION FROM KM 592.240 TO KM 658.000 OF NH-48 (PKG-I),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,,1025.2,,1025.2,641.13,2025-01,,2025-01,35.19,ongoing_census,2024-06
N24001607,BALANCE WORKS OF 4L PANVEL- INDAPUR SECTION OF NH-66 (OLD NH-17) FROM KM 42.300 (KASU) TO KM 84.600 (,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,2022-10,332.0,,332.0,185.25,2024-05,,2024-05,42.44,ongoing_census,2024-06
N24001608,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XVII) [KM. 69.800 TO KM. 79.783 OF SPUR] (BHOJ - MORBE),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2021-09,2208.68,,2208.68,357.45,2025-07,,2025-07,41.01,ongoing_census,2024-06
N24001609,BALANCE WORK OF 4 LANING OF PANVEL TO INDAPUR SECTION OF NH-66(OLD NH- 17) FROM KM 0.000 (PANVEL) TO,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,Dec-24,2023-01,151.26,,151.26,103.24,2023-12,2024-12,2024-12,63.39,ongoing_census,2024-06
N24001610,4L OF EXISTING 2/4L STRETCH FROM LONAND TO DIVE GHAT (KM 166.400 TO KM 220.900 ) OF MOHOL ? ALANDI S,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2022-01,1833.73,,1833.73,381.36,2024-05,2024-10,2024-10,72.79,ongoing_census,2024-06
N24001795,FOUR LANING OF AURANGABAD-PAITHAN SECTION OF NH-752E ON EPC MODE IN THE STATE OF MAHARASHTRA .,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,2022-10,490.4,,289.0,210.13,2024-07,,2024-08,67.0,ongoing_census,2024-06
N24001796,4L OF RAJURA-KORPANA-ADILABAD ROAD UPTO M.S. BORDER FROM KM 32.910 TO KM 89.090 OF NH-353B,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2022-03,1013.33,1013.33,1111.33,326.8,2024-10,2024-10,2024-10,54.9,ongoing_census,2024-06
N24001797,6L OF WAINGANGA BRIDGE - BHANDARA SECTION FROM KM 485.000 TO KM 499.800,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,INCLUDING BHANDARA BYPASS) (N.A.) (N.A.,2021-10,815.77,,815.77,595.83,2024-01,,2024-12,89.07,ongoing_census,2024-06
N24001798,4L MITIGATION MEASURE STRUCTURES ON CH/MH BORDER TO WAINGANGA BRIDGE SECTION OF NH-53,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2021-02,540.21,,540.21,406.81,2023-11,,2024-08,93.98,ongoing_census,2024-06
N24001799,4L OF NAGPUR-KATOL SECTION FROM KM. 13.00 TO KM. 62.900 OF NH-353J,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,2021-02,1166.96,,1251.0,1011.47,2023-10,,2024-12,78.72,ongoing_census,2024-06
N24001803,4L OF AKOLA - MEDSHI FROM KM. 0.00 TO KM. 47.70 OF NH-161 INCLUDING BYPASSES AT PATUR AND MEDSHI,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,,1393.95,1393.95,576.0,527.13,2022-11,2023-09,2023-09,86.0,ongoing_census,2024-06
N24001804,BAL. WORKS OF FAGNE (KM. 510.000) TO MAHARASHTRA/GUJARAT BORDER (KM. 650.794),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,Jun-24,,1654.07,,980.0,835.19,2022-09,2024-06,2024-06,91.76,ongoing_census,2024-06
N24001805,4L OF AUSA-CHAKUR SECTION FROM KM 55.835 TO KM 114.345 OF NH-361,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,,1169.04,,1693.95,841.84,2021-03,2023-06,2024-04,99.2,ongoing_census,2024-06
N24001806,CHAKUR LOHA SECTION OF NH-361 FROM KM 114.600 TO KM 187.80,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,Jun-23,,1241.38,,2122.64,965.1,2023-03,2023-06,2024-04,96.5,ongoing_census,2024-06
N24001807,MEDSHI (KM 47.700) TO WASHIM (KM 92.200) OF NH-161 IN MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2018-02,1061.29,1061.29,683.1,685.97,2021-10,2023-05,2023-05,97.0,ongoing_census,2024-06
N24001834,4L OF RATNAGIRI - KOLHAPUR SECTION FROM KM 67.140 TO KM 112.340 OF NH- 166 (PKG ? II),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2023-05,839.0,,839.0,372.57,2025-05,,2025-05,33.5,ongoing_census,2024-06
N24001835,4L OF RATNAGIRI - KOLHAPUR SECTION FROM KM 112.340 TO KM 145.300 OF NH- 166 (PKG?III),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2023-05,986.0,,986.0,336.65,2025-05,,2025-05,34.34,ongoing_census,2024-06
N24001880,REHABILITATION AND UP-GRADATION TO 4 LANE ROAD WITH PAVED SHOULDER CONFIGURATION OF SECTION FROM UND,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,,778.18,,778.18,135.78,2025-07,,2025-07,27.35,ongoing_census,2024-06
N24001881,REHABLITATION AND UPGRADATION OF AMBOLI JUNCTION (DESIGN CH. 71+530) TO AJARA (DESIGN CH.100+835) SE,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,,574.0,,574.0,574.0,2024-11,,2024-11,0.0,ongoing_census,2024-06
N24001882,CONSTRUCTION OF NEW FOUR LANE BYPASS TO PARBHANI CITY (PARWA TO ASOLA) KM 463/265 TO KM 481/180 (DES,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,2022-03,496.64,,496.64,,2024-10,,2024-10,8.0,ongoing_census,2024-06
N24001883,CONSTRUCTION OF 4 LANE FLYOVER AT NAGPUR RTO CHOWK TO NAGPUR UNIVERSITY CAMPUS FROM CH 2/250 TO 5/10,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,,478.83,,478.83,233.48,2024-03,,2024-04,65.0,ongoing_census,2024-06
N24001884,REHABILITATION AND UPGRADATION OF SATANA TO MANGRUL (CHANDWAD) SECTION OF NH752 G DESIGN CH: KM 64.0,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,,428.8,,428.8,54.11,2025-05,,2025-05,30.69,ongoing_census,2024-06
N24001885,REHABILITATION AND UP-GRADATION OF JINTUR- SHIRAD SHAHAPUR SECTION KM 258.300 TO KM 306.300 [DESIGN,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,,414.81,,414.81,,2024-12,,2024-12,0.0,ongoing_census,2024-06
N24001886,DEVELOPMENT/WIDENING OF TALEGAON ? CHAKAN ? SHIKRAPUR ? NHAVARA SECTION OF NH 548DG (NHAVARA TO CHOU,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,2022-10,304.68,,304.68,97.09,2024-08,,2024-08,58.78,ongoing_census,2024-06
N24001887,REHABILITATION AND UPGRADATION OF BHOKARDAN TO KUMBHARI FATA DESIGN CH. (KM 13+500 TO 17+00) AND RAJ,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,,291.37,,291.37,102.94,2024-06,,2024-06,78.44,ongoing_census,2024-06
N24001888,"UP-GRADATION OF TIRORA-GONDIA, STATE HIGHWAY FROM EXISTING KM 163+213 (ON SH-335, TIRORA) TO KM 191+",ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,2021-08,288.14,,288.14,63.01,2023-04,,2024-05,46.31,ongoing_census,2024-06
N24001889,2 LANE + PS PIMPLNER TO SATANA - [DESIGN CHAINAGE KM 21.427 TO 64.00 ] OF NH-752G],ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,,277.81,,277.81,148.68,2021-07,,2023-12,90.0,ongoing_census,2024-06
N24001890,REHABILITATION AND UPGRADATION OF PARLI TO SIRSALA SECTION OF NH-361F (KM 136+700 TO 115+000) (LENGT,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,,261.82,,261.82,70.59,2024-12,,2024-12,46.0,ongoing_census,2024-06
N24001891,BALANCE WORK OF REHABILITATION AND UP-GRADATION TO NH-166F FROM MAHAD JUNCTION (AT KM 123/400 ON NH-,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,,256.54,,256.54,80.1,2023-11,,2024-03,59.66,ongoing_census,2024-06
N24001892,REHABILITATION AND UPGRADATION OF SHIRAPUR JUNCTION TO SHIVAJI CHOWK (DESIGN CHAINAGE KM. 130+00 TO,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,,245.61,,245.61,43.39,2024-12,,2024-12,32.5,ongoing_census,2024-06
N24001893,SHEWALI (SAKRI) - NANDURBAR (MoRTH),ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.) (N.A.,2022-09,232.59,,232.59,97.7,2024-04,,2024-07,77.64,ongoing_census,2024-06
N24001894,2 LANE + PS ASTHAMODE - TIVATYAL [DESIGN CH. KM 24.300 - 62.00] [KM 134.98- 172.95 OF NH-63],ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,2019-09,228.82,,228.82,144.54,2021-07,,2023-12,95.44,ongoing_census,2024-06
N24001895,REHABILATION AND UPGRADATION TO TWO LANES WITH PAVED SHOULDER CONFIGURATION FROM WATUR TO CHARTHANA,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,,228.01,,228.01,103.01,2023-09,,2023-12,99.0,ongoing_census,2024-06
N24001896,UPGRADATIOBN AND REHABILITATION OF SECTION OF NH 361 F FROM PARLI (00/000) TO GANGAKHED (30/400) TO,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,,224.44,,224.44,75.34,2023-09,,2024-04,45.63,ongoing_census,2024-06
N24001902,REHABILITATION AND UP-GRADATION OF SABALKHED TO ASHTI SECTION FROM KM 37+900 TO KM 55+100 AND CHINCH,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,,213.32,,213.32,20.0,2024-09,,2024-09,34.0,ongoing_census,2024-06
N24001903,REHABILITATION AND UP-GRADATION OF MUDKHED TO NANDED SECTION FROM KM. 372+000 TO KM 388+400 OF NH 16,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,,206.54,,206.54,21.36,2025-04,,2025-04,10.0,ongoing_census,2024-06
N24001904,KOPARGAON TO SAVALI VIHIR SECTION,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.) (N.A.,2022-09,195.38,,195.38,29.59,2024-07,,2024-07,19.76,ongoing_census,2024-06
N24001905,"CONSTRUCTION OF MAJOR BRIDGE ACROSS MANJRA RIVER NEAR YESGI VILLAGE @ KM, 166/500 ON NH 63 TQ BILOLI",ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,2021-10,188.69,,188.69,111.26,2023-08,,2023-12,95.8,ongoing_census,2024-06
N24001906,UP-GRADATION TO 4 LANING OF DAULTABAD T-POINT TO MALIWADA [FROM DESIGN KM.0.000 TO KM 4.000] AND UPG,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,2022-08,185.59,,185.59,63.56,2024-03,,2024-03,48.0,ongoing_census,2024-06
N24001907,"CONSTRUCTION OF SIX LANE FLYOVER AT KATRAJ JUNCTION AT KM, 3/880 OF NH 548-DD (VADGAON - KATRAJ - KO",ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,2021-06,169.15,,169.15,36.94,2024-02,,2024-03,35.96,ongoing_census,2024-06
N24001908,UPGRADATION OF EXHISTING 2 LANE FLEXIBLE PAVEMENT TO 2 LANE PAVED SHOULDERS RIGID PAVEMENT FROM DESI,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,2021-12,167.97,,167.97,35.28,2024-05,,2024-05,36.76,ongoing_census,2024-06
N24001909,"STRENGTHING AND WIDINING OF EXISTING CARRIAGEWAY TO 10 M IN KM, 156/160 TO 229/160 (TEMBHURNI - KUSL",ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,2021-11,157.72,,157.72,55.38,2024-06,,2024-06,90.41,ongoing_census,2024-06
N24001910,REHABILITATION AND UPGRADATION OF JAMKHED TO SAUTADA SECTION OF NH548 D (FROM KM 195.375 TO KM 208.7,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,MoRTH,,157.62,,157.62,13.86,2024-07,,2024-07,17.03,ongoing_census,2024-06
N24001911,PANGAON TO DHARMAPURI AND PARALI TO INJEGAON 2L+PS,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.,2018-03,152.03,,152.03,81.35,2024-07,,2023-12,97.57,ongoing_census,2024-06
N24002071,4L OF INDORA CHOWK TO PACHPAOLI AND AGRASEN CHOWK - ASHOKA CHOWK,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2023-03,998.27,,998.27,76.66,2026-06,,2026-06,10.5,ongoing_census,2024-06
N24002072,IMPROVEMENT OF EXISTING ALIGNMENT OF PANDHARPUR TOWN PART BYPASSED SECTION FROM WAKHARI TO LORD VITT,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,N.A.) (150.21,2022-07,150.21,150.21,150.21,10.39,2025-10,,2025-10,15.1,ongoing_census,2024-06
N24002137,STRENGTHENING OF 6-LANE PIMPALGAON-NASHIK-GONDE (KM. 380 - KM. 440) SECTION OF NH-3 IN MAHARASHTRA U,ROAD TRANSPORT AND HIGHWAYS,Maharashtra,NHAI,2024-02,175.0,,175.0,,2025-03,,2025-03,3.0,ongoing_census,2024-06
N28000086,MUMBAI METRO LINE 3 (COLABA-BANDRA- SEEPZ) (MMRCL),URBAN DEVELOPMENT,Maharashtra,,2013-07,23136.0,,37276.0,23687.33,2020-03,,2023-12,87.2,ongoing_census,2024-06
N28000121,PUNE METRO RAIL PROJECT (PHASE 1),URBAN DEVELOPMENT,Maharashtra,MMRC,2016-12,11420.0,13656.22,13656.22,12230.51,2021-11,2024-08,2024-08,99.7,ongoing_census,2024-06
N28000155,NAGPUR METRO RAIL PROJECT PHASE II (NMRCL),URBAN DEVELOPMENT,Maharashtra,N.A.,,6708.0,,6708.0,171.22,2027-12,,2027-12,8.5,ongoing_census,2024-06
N28000157,PCMC NIGDI PROJECT EXTENSION OF CORRIDOR 1 OF PUNE METRO PHASE 1,URBAN DEVELOPMENT,Maharashtra,MMRC,,910.18,,910.18,,2027-01,,2027-01,1.25,ongoing_census,2024-06
N30000001,PROTECTION OF MAJULI ISLAND FROM FLOOD AND EROSION OF RIVER BRAHMAPUTRA,WATER RESOURCES,Maharashtra,BPB,2017-03,233.57,,233.57,217.42,2019-12,2024-08,2023-12,0.0,ongoing_census,2024-06
N04000100,"CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING, CONTROL TOWER CUM TECHNICAL BLOCK, APRON, LINK TAX",CIVIL AVIATION,Manipur,AAI,2021-11,499.0,,499.0,95.59,2024-07,2025-03,2025-03,31.48,ongoing_census,2024-06
220100288,JIRIBAM TO IMPHAL (TUPUI)(NL)(NEFR),RAILWAYS,Manipur,NFR,2003-04,4454.17,12274.06,19602.68,14579.53,2011-03,2026-12,2026-12,79.0,ongoing_census,2024-06
N24001270,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 2A),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.,2020-03,292.24,,292.24,127.86,2022-06,2023-12,2024-12,85.33,ongoing_census,2024-06
N24001271,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 2B),ROAD TRANSPORT AND HIGHWAYS,Manipur,NHIDCL,2020-06,365.53,,365.53,156.31,2022-08,,2024-12,77.36,ongoing_census,2024-06
N24001272,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 4A),ROAD TRANSPORT AND HIGHWAYS,Manipur,NHIDCL,2020-03,167.95,204.12,167.95,88.05,2022-06,,2024-12,69.89,ongoing_census,2024-06
N24001273,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 4B),ROAD TRANSPORT AND HIGHWAYS,Manipur,NHIDCL,2020-07,177.76,,177.76,89.67,2022-08,,2024-12,80.53,ongoing_census,2024-06
N24001274,IMPROVEMENT/UPGRADATION OF EXISTING 2-LANE TO 4-LANE DIVIDED HIGHWAY FROM TAPHOU KUKI TO DAILI SECTI,ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.,2020-08,379.39,,379.39,189.78,2022-04,,2025-08,45.88,ongoing_census,2024-06
N24001275,IMPROVEMENT/UPGRADATION OF EXISTING 2-LANE TO 4-LANE DIVIDED HIGHWAY FROM DAILI TO KURAOPOKPI SECTIO,ROAD TRANSPORT AND HIGHWAYS,Manipur,NHIDCL,2020-08,268.98,,268.98,22.08,2022-04,,2025-12,0.0,ongoing_census,2024-06
N24001276,IMPROVEMENT/UPGRADATION OF EXISTING 2-LANE TO 4-LANE DIVIDED HIGHWAY FROM KURAOPOKPI TO SEKMAI SECTI,ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.,2020-08,228.97,,228.97,,2022-04,,2025-12,0.0,ongoing_census,2024-06
N24001349,MARIAM - PEREN PKG-1A (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2021-02,226.32,,226.32,82.9,2022-12,,2025-02,59.07,ongoing_census,2024-06
N24001350,MARIAM - PEREN (PKG 1B) (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2021-02,188.36,,188.36,115.84,2022-12,,2024-09,92.36,ongoing_census,2024-06
N24001351,MARIAM - PEREN PKG-2B (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2021-02,232.26,,232.26,156.93,2022-12,,2024-03,100.0,ongoing_census,2024-06
N24001352,IMPHAL ? MOREH PACKAGE- 3,ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2021-03,259.31,,259.31,144.94,2022-12,,2024-08,99.7,ongoing_census,2024-06
N24001353,IMPHAL - KHONGSANG PKG-2 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,Nov-23) (N.A.,2021-03,195.14,,195.14,59.99,2022-12,2023-11,2025-02,49.8,ongoing_census,2024-06
N24001354,TAMENGLONG - MAHUR PKG-3 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2021-03,234.08,,234.08,139.45,2022-12,,2024-12,90.15,ongoing_census,2024-06
N24001398,MARIAM - PEREN (PKG 2A) (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.,2021-07,204.58,,204.58,126.78,2023-03,,2023-03,100.0,ongoing_census,2024-06
N24001399,IMPHAL ? MOREH (PACKAGE 4) (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2021-03,277.99,,277.99,146.35,2023-01,,2024-05,100.0,ongoing_census,2024-06
N24001400,SENAPATI- IMPHAL PKG-5B (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2021-03,211.7,,211.7,28.99,2023-01,,2025-08,26.67,ongoing_census,2024-06
N24001401,IMPHAL - KHONGSANG PKG-3 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,Feb-24) (N.A.,2021-07,467.0,,467.0,181.65,2023-03,2024-02,2024-12,74.0,ongoing_census,2024-06
N24001402,TAMENGLONG - MAHUR PKG-1 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,Oct-23) (N.A.,2021-07,185.8,,185.8,112.31,2023-03,2023-10,2024-10,92.65,ongoing_census,2024-06
N24001403,TAMENGLONG - MAHUR PKG-2 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.,2021-07,483.87,,483.87,278.89,2023-03,2024-05,2024-12,91.03,ongoing_census,2024-06
N24001404,TAMENGLONG - MAHUR PKG-4 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,Sep-23) (N.A.,2021-07,198.77,,198.77,100.53,2023-03,2023-09,2024-10,85.12,ongoing_census,2024-06
N24001405,CHURACHANPUR TUIVAI PKG-3 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,Feb-24) (N.A.,2021-07,673.27,,673.27,339.37,2023-10,2024-02,2025-06,72.16,ongoing_census,2024-06
N24001436,TAMENGLONG - MAHUR PKG-5 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,Dec-23) (N.A.,2021-08,477.86,,477.86,227.05,2023-05,2023-12,2024-12,80.1,ongoing_census,2024-06
N24001437,TAMENGLONG - MAHUR PKG-6 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.,2021-09,311.18,,311.18,171.57,2023-05,2023-10,2025-01,72.5,ongoing_census,2024-06
N24001439,MARAM - PEREN PKG-3 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2021-08,467.41,,467.41,232.43,2023-05,,2024-10,90.03,ongoing_census,2024-06
N24001453,IMPHAL - KHONGSANG PKG-4 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2021-08,579.63,,579.63,127.47,2023-12,,2025-02,51.62,ongoing_census,2024-06
N24001473,CONSTRUCTION OF 2-LANING WITH HARD SHOULDER ROAD OF UKHRUL - TOLOI - TADUBI SECTION OF NH-102A FROM,ROAD TRANSPORT AND HIGHWAYS,Manipur,NHIDCL,2021-09,310.76,,310.76,110.92,2024-02,,2025-04,74.16,ongoing_census,2024-06
N24001538,IMPHAL - KHONGSANG PKG-5,ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2021-12,410.68,,410.68,102.2,2024-05,,2025-03,50.78,ongoing_census,2024-06
N24001539,IMPHAL - KHONGSANG PKG-6 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.,2021-12,504.76,,504.76,95.59,2025-02,,2025-11,40.68,ongoing_census,2024-06
N24001540,AKASH BRIDGE - JESSAMI SECTION PKG-2 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,,152.11,,152.11,50.01,2025-02,,2025-02,67.57,ongoing_census,2024-06
N24001974,CONSTRUCTION OF 2-LANING WITH HARD SHOULDER ROAD OF UKHRUL - TOLOI - TADUBI SECTION OF NH-102A FROM,ROAD TRANSPORT AND HIGHWAYS,Manipur,NHIDCL,2021-09,315.56,,315.56,53.46,2025-01,,2025-01,43.27,ongoing_census,2024-06
N24002028,LMPHAL TO JIRIBAM PKG-7,ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.) (N.A.,2023-01,760.16,,760.16,63.8,2025-12,,2025-12,27.18,ongoing_census,2024-06
N24002131,UKHRUL TOLOI TADUBI PKG-2 (NHIDCL),ROAD TRANSPORT AND HIGHWAYS,Manipur,N.A.,2023-03,578.98,,578.98,38.52,2026-02,,2026-02,18.05,ongoing_census,2024-06
